Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
8432790,23456901,2022-02-28,24.2525,2022-03-10,7
9192588,34702473,2022-03-01,26.1199,2022-03-02,3
1686773,90368898,2022-03-01,48.9604,2022-04-21,50
6207277,62726815,2022-03-01,36.3211,2022-03-29,28
1201107,94423779,2022-03-01,40.8252,2022-04-23,50
6491629,55672278,2022-03-01,9.92016,2022-03-02,2
9565416,22832144,2022-03-01,51.0315,2022-04-20,48
3730673,13704787,2022-03-01,28.2248,2022-03-18,16
6094433,41503438,2022-03-01,36.0602,2022-04-21,49
9257506,23543068,2022-03-01,62.6166,2022-04-23,52
7400271,79990777,2022-03-01,6.1149,2022-03-02,1
9596976,64017185,2022-03-01,14.5898,2022-03-02,2
5580046,29020912,2022-03-01,34.0933,2022-04-25,53
7064346,31369793,2022-03-01,50.5338,2022-04-20,46
2744859,70554124,2022-03-01,31.5511,2022-04-10,40
4704808,65377078,2022-03-01,58.485,2022-04-22,48
3260101,92296403,2022-03-01,7.61553,2022-03-02,1
8142002,29920279,2022-03-01,48.833,2022-03-28,27
1253768,85949228,2022-03-01,26.1644,2022-03-06,3
4228927,56836354,2022-03-01,8.42058,2022-03-02,1
6632941,69945655,2022-03-01,60.1894,2022-04-25,53
7399792,94851513,2022-03-01,59.0538,2022-04-24,53
2479916,77510269,2022-03-01,43.9656,2022-04-25,52
7831964,50174547,2022-03-01,71.3643,2022-03-17,14
6449596,32651174,2022-03-01,14.7659,2022-03-02,1
5325628,19737536,2022-03-01,32.3755,2022-03-10,9
4366618,20893237,2022-03-01,20.3081,2022-03-02,1
8375522,59286995,2022-03-01,49.924,2022-04-21,48
2084430,50716621,2022-03-01,5.78676,2022-03-02,2
9267508,76161853,2022-03-01,93.4532,2022-04-20,46
8583681,76861738,2022-03-01,56.946,2022-04-24,50
6561584,16898679,2022-03-01,83.1626,2022-04-25,53
3462796,92804244,2022-03-01,6.76936,2022-03-02,4
3796179,98970427,2022-03-01,38.9238,2022-03-16,11
1308508,60547291,2022-03-01,17.4426,2022-03-10,7
5042100,58986173,2022-03-01,19.4287,2022-03-02,4
1880248,33891435,2022-03-01,14.7659,2022-03-02,3
6161516,68950875,2022-03-01,14.6213,2022-03-02,3
3342687,17181113,2022-03-01,38.8575,2022-03-08,3
9953698,91768171,2022-03-01,83.0495,2022-04-21,48
9949336,90788531,2022-03-01,40.2985,2022-04-21,50
8551495,83587240,2022-03-01,22.9474,2022-04-07,34
2858102,84932404,2022-03-01,15.7918,2022-03-02,1
2058651,71428713,2022-03-01,14.3849,2022-03-02,1
9224966,99681722,2022-03-02,62.8482,2022-04-26,54
3434125,13690263,2022-03-02,33.4376,2022-04-26,54
8649174,79831928,2022-03-02,58.8825,2022-04-22,49
4377359,61761995,2022-03-02,8.52332,2022-03-03,2
6953815,44417251,2022-03-02,40.9,2022-04-22,49
6791040,81361168,2022-03-02,18.8424,2022-03-03,3
9315137,16292676,2022-03-02,46.0139,2022-03-29,25
2255549,49194152,2022-03-02,51.6253,2022-03-30,26
6376801,70095645,2022-03-02,28.0572,2022-03-03,1
1806126,52222252,2022-03-02,1.22298,2022-03-03,2
6685858,40485747,2022-03-02,16.2397,2022-04-13,39
5519410,78500999,2022-03-02,45.4029,2022-04-22,47
5727885,87334591,2022-03-02,24.4596,2022-03-03,3
8212098,64252439,2022-03-02,39.994,2022-04-22,50
7134308,99484361,2022-03-02,10.9914,2022-03-03,1
5441383,78995442,2022-03-02,61.7259,2022-04-26,53
4401124,21170209,2022-03-02,45.877,2022-03-14,11
9389302,14327290,2022-03-02,26.8812,2022-04-15,42
1320045,17315487,2022-03-02,53.8111,2022-03-05,2
5754542,29578433,2022-03-02,9.92016,2022-03-03,1
6371047,51458705,2022-03-02,38.1579,2022-04-06,32
9610837,12780717,2022-03-02,20.2059,2022-03-13,11
8247864,39249959,2022-03-02,78.5603,2022-04-24,48
2573148,20521659,2022-03-02,46.3209,2022-04-21,49
5309952,99809064,2022-03-02,0.93279,2022-03-03,1
3044259,90411964,2022-03-02,37.3715,2022-04-25,51
6952593,22816558,2022-03-02,8.46494,2022-03-03,1
5598800,52912379,2022-03-02,49.7376,2022-04-23,49
5574378,30041488,2022-03-02,52.9075,2022-04-26,53
3306890,23404931,2022-03-02,68.4869,2022-04-23,50
2585459,34387868,2022-03-02,27.0774,2022-04-17,44
4059235,30137542,2022-03-02,5.90076,2022-03-03,2
8998907,31812203,2022-03-02,11.0068,2022-03-03,1
5686885,33651605,2022-03-02,49.173,2022-04-26,50
4739628,79306247,2022-03-02,41.5014,2022-04-21,48
6788681,75345452,2022-03-02,34.8659,2022-03-11,8
3023227,66682016,2022-03-02,10.004,2022-03-03,0
3623750,35756927,2022-03-03,9.8346,2022-03-04,2
2223458,32305735,2022-03-03,36.3211,2022-04-15,43
2619058,99659144,2022-03-03,46.0139,2022-03-18,10
7839536,66812031,2022-03-03,9.3279,2022-03-04,0
3942887,24554985,2022-03-03,45.2392,2022-04-27,52
5092999,79821206,2022-03-03,44.2976,2022-04-22,47
2570468,49272770,2022-03-03,32.1264,2022-03-14,6
3866055,94732636,2022-03-03,35.9133,2022-04-06,31
6293669,63021563,2022-03-03,57.5091,2022-04-24,52
3288452,45740795,2022-03-03,7.46232,2022-03-04,0
6425355,10332878,2022-03-03,22.7679,2022-04-01,28
1839639,61850636,2022-03-03,55.0346,2022-04-26,53
9209972,33468801,2022-03-03,12.4572,2022-03-04,1
5310948,60475340,2022-03-03,39.2465,2022-04-27,52
5687704,31948898,2022-03-03,34.2434,2022-03-11,6
7239705,70047877,2022-03-03,15.7354,2022-03-04,3
8655475,63314561,2022-03-03,53.8678,2022-04-24,48
3318412,21347238,2022-03-03,51.3652,2022-04-05,28
9642662,40875106,2022-03-03,59.6676,2022-04-24,50
4413340,51210371,2022-03-03,34.9717,2022-04-08,33
3827445,24829002,2022-03-03,63.5964,2022-04-24,49
5929029,26891656,2022-03-03,47.7115,2022-04-24,52
3185954,97848818,2022-03-03,9.17896,2022-03-04,2
7972878,58974767,2022-03-03,47.7115,2022-04-24,48
4360545,53528399,2022-03-03,8.52332,2022-03-04,3
2579044,32570450,2022-03-03,70.7043,2022-04-22,47
6015796,38797730,2022-03-03,8.3014,2022-03-04,1
5152322,20405175,2022-03-03,31.7149,2022-04-06,30
4958582,64369546,2022-03-03,44.847,2022-04-22,50
3667115,18806960,2022-03-03,44.7739,2022-03-12,8
8331010,41322048,2022-03-03,34.8853,2022-04-24,50
9764452,99300729,2022-03-04,49.3808,2022-04-08,31
4610859,20821097,2022-03-04,37.3563,2022-04-21,45
6670999,23718350,2022-03-04,11.6573,2022-03-05,3
5504567,14920930,2022-03-04,42.6379,2022-04-25,50
5571090,26595059,2022-03-04,40.9,2022-04-24,51
8949535,21546289,2022-03-04,98.5507,2022-04-26,51
7845443,18970926,2022-03-04,115.542,2022-04-28,53
6620341,79480727,2022-03-04,108.746,2022-04-27,50
4837345,45279856,2022-03-04,54.957,2022-04-25,50
5875062,95525368,2022-03-04,16.4871,2022-03-05,1
3129961,78433310,2022-03-04,40.3583,2022-03-09,3
1821413,35812043,2022-03-04,36.1684,2022-03-17,9
3447544,30336992,2022-03-04,61.3251,2022-04-23,47
1887034,17845585,2022-03-04,54.9922,2022-04-16,40
6135874,66198830,2022-03-04,28.3913,2022-03-05,2
8319211,78780770,2022-03-04,19.0932,2022-03-05,2
1119336,25910839,2022-03-04,22.8559,2022-03-25,17
2346434,92092132,2022-03-04,4.1507,2022-03-05,1
9791443,65743422,2022-03-04,14.6213,2022-03-05,0
7634116,36458389,2022-03-04,40.8252,2022-04-25,48
2014091,50694371,2022-03-04,10.1949,2022-03-05,2
2840033,30776392,2022-03-04,15.7121,2022-03-05,3
9985243,99237139,2022-03-04,14.4353,2022-03-05,2
8824548,63620158,2022-03-04,1.69915,2022-03-05,1
6209788,77930179,2022-03-04,44.0008,2022-04-25,52
3585950,26186924,2022-03-04,10.9914,2022-03-05,2
7565434,87126909,2022-03-04,68.4597,2022-04-24,49
9842468,34392426,2022-03-04,51.3035,2022-04-27,52
9464267,65751363,2022-03-04,10.1949,2022-03-05,1
8752640,93010605,2022-03-04,30.5847,2022-03-05,1
5520495,17310218,2022-03-04,53.8699,2022-03-17,13
3726425,56094205,2022-03-04,42.9874,2022-04-24,48
5969420,58701528,2022-03-04,31.4707,2022-04-19,41
1689543,87781432,2022-03-04,38.477,2022-03-27,19
9812817,19205956,2022-03-04,47.318,2022-04-28,53
4648551,55345640,2022-03-04,39.0956,2022-04-24,46
4929282,13194488,2022-03-04,33.6823,2022-04-23,48
5036471,78477949,2022-03-04,9.3279,2022-03-05,0
9262820,95394210,2022-03-04,39.6347,2022-04-25,50
2907218,85127896,2022-03-05,4.23085,2022-03-06,1
5523361,60879771,2022-03-05,38.6828,2022-04-24,50
6938085,60686092,2022-03-05,34.0933,2022-04-29,52
3303831,72914857,2022-03-05,7.21204,2022-03-06,3
1095683,24119550,2022-03-05,13.423,2022-03-06,3
8447590,52894610,2022-03-05,42.9874,2022-04-24,47
8844527,55055113,2022-03-05,22.0889,2022-03-06,2
9451253,71529651,2022-03-05,6.61344,2022-03-06,2
9262026,20308312,2022-03-05,13.4528,2022-03-06,3
7071696,82440371,2022-03-05,41.5552,2022-04-24,45
3533857,11226946,2022-03-05,34.5444,2022-03-30,23
2368490,55596469,2022-03-05,42.7044,2022-04-25,48
2637467,86141392,2022-03-05,13.6278,2022-03-06,4
1585894,57558551,2022-03-05,56.2142,2022-04-27,48
7661748,15677713,2022-03-05,48.5051,2022-04-27,51
3414090,17728324,2022-03-05,5.81098,2022-03-06,2
8584378,71238643,2022-03-05,18.1704,2022-03-06,2
4987424,75842162,2022-03-05,37.2006,2022-03-16,9
1957514,40919175,2022-03-05,23.6928,2022-04-04,26
9256688,81248558,2022-03-05,21.3235,2022-03-06,1
1900876,23111164,2022-03-05,24.4773,2022-04-02,27
8777294,82900931,2022-03-05,40.5073,2022-04-20,45
3891398,46684386,2022-03-05,53.0983,2022-04-27,51
7598881,56608006,2022-03-05,6.0147,2022-03-06,1
2181322,86684568,2022-03-05,7.85603,2022-03-06,1
7337233,26734478,2022-03-05,1.5543,2022-03-06,0
9030667,80557676,2022-03-05,46.9419,2022-04-25,48
1277434,30261062,2022-03-05,57.0409,2022-04-27,50
2049446,21141520,2022-03-05,21.3189,2022-03-10,3
1996373,74597041,2022-03-05,9.3279,2022-03-06,3
5861477,98783194,2022-03-05,22.387,2022-03-06,3
4532408,26031481,2022-03-05,51.6164,2022-04-28,51
9468772,67276174,2022-03-05,7.46232,2022-03-06,4
4874370,42505856,2022-03-05,32.1264,2022-04-05,28
7419416,88894659,2022-03-05,21.7602,2022-04-20,43
9280290,52470177,2022-03-05,26.935,2022-03-06,3
2143364,67031050,2022-03-05,6.1149,2022-03-06,4
3191822,77556899,2022-03-05,32.3755,2022-03-19,11
1638146,95196538,2022-03-05,11.894,2022-03-06,2
7909697,64918951,2022-03-05,80.8049,2022-04-29,52
1914891,33389437,2022-03-05,25.1853,2022-03-16,10
9412537,38181337,2022-03-05,0.84617,2022-03-06,0
1623068,97351260,2022-03-05,56.9002,2022-04-29,55
5169066,25790662,2022-03-05,74.7626,2022-03-31,24
4025480,10996386,2022-03-06,49.924,2022-04-25,48
2592747,41187129,2022-03-06,25.57,2022-03-13,5
8874087,23519765,2022-03-06,47.5762,2022-04-09,33
9311162,35006323,2022-03-06,33.4174,2022-03-12,4
6154607,66274290,2022-03-06,35.6822,2022-03-07,2
6147029,50994840,2022-03-06,16.9915,2022-03-07,3
2305896,79345320,2022-03-06,9.62352,2022-03-07,1
5561309,38115244,2022-03-06,85.1738,2022-04-28,50
7508783,30882678,2022-03-06,41.9756,2022-04-04,27
3978858,90089693,2022-03-06,37.8926,2022-04-30,52
3669548,63836946,2022-03-06,110.445,2022-04-30,50
6443422,44540056,2022-03-06,15.2311,2022-03-07,2
5442243,32005020,2022-03-06,49.8286,2022-04-27,50
8300889,82485859,2022-03-06,56.7825,2022-03-15,9
1073561,92919916,2022-03-06,17.9566,2022-03-07,2
1297390,70517081,2022-03-06,93.4532,2022-04-28,51
8577767,24844015,2022-03-06,24.9843,2022-03-07,3
7022335,87149951,2022-03-06,14.6758,2022-03-07,2
4408831,58495831,2022-03-06,47.4062,2022-04-30,53
1727924,65211598,2022-03-06,18.0441,2022-04-05,27
6765942,47837503,2022-03-06,39.1354,2022-04-02,23
3976834,20676951,2022-03-06,56.946,2022-04-29,51
4210983,87271741,2022-03-06,52.6736,2022-03-18,9
6690305,44841640,2022-03-06,56.7825,2022-04-02,25
9355351,23005812,2022-03-06,59.926,2022-04-01,22
7733982,46004061,2022-03-06,6.5564,2022-03-07,1
2419137,94298156,2022-03-06,15.3908,2022-03-07,2
8171649,99633991,2022-03-06,10.4902,2022-03-07,2
9079485,36741208,2022-03-06,46.5616,2022-03-21,12
4458014,50450560,2022-03-07,13.2269,2022-03-08,0
1121223,72942923,2022-03-07,46.9419,2022-04-26,50
8762336,16845681,2022-03-07,13.6278,2022-03-08,1
7074314,48913746,2022-03-07,35.4867,2022-04-29,50
9578840,13938678,2022-03-07,39.2802,2022-04-26,47
2220215,51958630,2022-03-07,40.4118,2022-04-27,48
9660305,50299863,2022-03-07,43.9279,2022-04-28,48
2166327,86167516,2022-03-07,20.2059,2022-03-15,8
6375054,38568706,2022-03-07,26.6934,2022-04-11,31
7298710,28041103,2022-03-07,43.1805,2022-04-26,47
4832326,53957739,2022-03-07,33.1628,2022-04-08,30
8304041,90226938,2022-03-07,59.2319,2022-04-29,49
1425031,65836568,2022-03-07,58.2863,2022-04-26,48
2116565,10921962,2022-03-07,52.7476,2022-04-04,26
6269976,82332351,2022-03-07,36.3853,2022-03-23,12
1172180,70368483,2022-03-07,18.8424,2022-03-08,1
8056912,32654726,2022-03-07,55.6194,2022-04-27,50
8111752,31585723,2022-03-07,18.3579,2022-03-12,1
8599514,27724374,2022-03-07,14.3849,2022-03-08,1
8647410,52253938,2022-03-07,81.7668,2022-05-01,55
9277618,94415442,2022-03-07,17.8745,2022-03-08,1
6972370,12201166,2022-03-07,14.9425,2022-03-08,2
1819627,12498415,2022-03-07,52.9075,2022-04-28,49
5328743,62144644,2022-03-07,3.15836,2022-03-08,3
1225710,82817814,2022-03-07,16.8412,2022-04-25,46
3743996,72697508,2022-03-07,38.0271,2022-04-27,48
3358942,87922039,2022-03-07,61.1694,2022-04-11,31
7801762,77447155,2022-03-07,125.737,2022-05-01,53
6707994,46771459,2022-03-07,49.7376,2022-04-30,54
8294376,96493578,2022-03-07,71.3643,2022-03-26,15
1560410,90065600,2022-03-07,71.8266,2022-05-01,53
4577317,41639682,2022-03-07,21.3189,2022-03-10,2
5573009,32049863,2022-03-07,49.7442,2022-04-27,49
8014497,51495842,2022-03-07,1.80441,2022-03-08,2
2711367,11263412,2022-03-07,33.1628,2022-04-19,40
7699648,74573644,2022-03-07,16.4871,2022-03-08,1
4622315,51540622,2022-03-07,48.833,2022-04-05,27
4744854,28728463,2022-03-07,2.40588,2022-03-08,2
4877261,25699633,2022-03-07,46.5393,2022-04-26,48
6268270,66435409,2022-03-07,29.472,2022-04-10,33
8000344,57506572,2022-03-07,18.6456,2022-04-04,27
1819663,80230407,2022-03-07,78.3598,2022-04-28,51
9280480,19786069,2022-03-07,17.6994,2022-03-08,1
2471016,98407566,2022-03-08,44.217,2022-04-29,48
5388275,58270683,2022-03-08,90.5005,2022-05-01,52
2499599,79518752,2022-03-08,61.7704,2022-04-29,50
5616776,62504528,2022-03-08,10.8265,2022-03-09,2
3408918,94420670,2022-03-08,49.8286,2022-05-01,50
4133513,61021584,2022-03-08,60.3476,2022-05-01,51
8239885,65753103,2022-03-08,11.8015,2022-03-09,3
4026104,64831176,2022-03-08,32.3207,2022-03-18,6
2542236,22867151,2022-03-08,31.8779,2022-04-30,51
1027169,78203840,2022-03-08,11.8464,2022-03-09,1
9060593,32885741,2022-03-08,73.8173,2022-04-29,49
8020843,88709104,2022-03-08,47.8617,2022-04-27,48
9563292,22153955,2022-03-08,1.53908,2022-03-09,1
3769232,73305233,2022-03-08,14.4353,2022-03-09,3
2210816,70974192,2022-03-08,30.5872,2022-03-28,17
8685433,98504582,2022-03-08,22.9474,2022-04-12,32
4377625,83482324,2022-03-08,33.0902,2022-03-17,8
5060272,26034177,2022-03-08,28.1071,2022-04-10,31
5507588,45833311,2022-03-08,20.9805,2022-04-27,47
2379281,53464571,2022-03-08,31.7149,2022-04-22,41
6524509,86044409,2022-03-08,48.9546,2022-04-28,47
5663288,10851257,2022-03-08,67.0033,2022-04-30,50
7679487,26812821,2022-03-08,62.4608,2022-04-29,52
9717785,96526415,2022-03-08,16.7902,2022-03-09,1
9154054,29507157,2022-03-08,25.7343,2022-04-15,38
4730791,32272739,2022-03-08,7.851,2022-03-09,1
1123937,39393049,2022-03-08,43.1805,2022-05-01,51
1193434,13667070,2022-03-08,58.9399,2022-05-01,51
2736962,11126501,2022-03-08,23.3145,2022-04-02,22
2095626,51660060,2022-03-09,35.5316,2022-03-21,8
7354561,98723766,2022-03-09,64.732,2022-04-29,46
6720567,37448673,2022-03-09,9.47508,2022-03-10,4
6048402,23383788,2022-03-09,5.92319,2022-03-10,1
9978447,38717889,2022-03-09,3.3983,2022-03-10,1
8971465,92043803,2022-03-09,40.6162,2022-03-23,9
8962478,67434792,2022-03-09,26.1181,2022-03-17,7
9491229,37620571,2022-03-09,6.76936,2022-03-10,4
2899276,94417754,2022-03-09,22.8981,2022-03-31,21
3850704,53171972,2022-03-09,27.9837,2022-03-13,2
8386580,18697653,2022-03-09,8.4617,2022-03-10,0
7908210,87193004,2022-03-09,33.0672,2022-03-11,0
2444438,85992639,2022-03-09,47.8617,2022-05-03,55
3485367,47279846,2022-03-09,76.3157,2022-04-29,47
6446672,21784829,2022-03-09,10.7736,2022-03-10,1
8640852,71392941,2022-03-09,5.78676,2022-03-10,4
1800191,31605270,2022-03-09,17.7696,2022-03-10,2
7564250,72350425,2022-03-09,61.3251,2022-04-30,50
6232634,55058925,2022-03-09,30.3018,2022-03-31,19
7806764,51417633,2022-03-09,25.2617,2022-04-06,28
7871926,99063008,2022-03-09,26.9056,2022-03-10,1
6033367,84296059,2022-03-09,27.0774,2022-03-11,3
7249716,40202191,2022-03-09,3.9255,2022-03-10,0
2561359,90117857,2022-03-09,36.3739,2022-03-15,3
6388425,69715793,2022-03-09,53.0983,2022-04-30,49
4506276,21910636,2022-03-09,39.0956,2022-04-28,48
6524481,70286467,2022-03-09,40.8252,2022-05-03,54
6091294,19893707,2022-03-09,2.36877,2022-03-10,3
2516637,51509991,2022-03-09,83.2583,2022-03-26,15
5407805,71327790,2022-03-09,14.9169,2022-03-10,2
7513336,27198316,2022-03-09,31.7975,2022-04-02,21
6818799,27112303,2022-03-10,24.8688,2022-03-13,1
4450602,41543248,2022-03-10,86.6566,2022-04-30,49
9434963,26998328,2022-03-10,26.5645,2022-04-08,26
5786824,73358574,2022-03-10,6.61344,2022-03-11,1
4376370,35488922,2022-03-10,25.2617,2022-04-13,33
8135061,33284663,2022-03-10,34.6293,2022-03-18,5
8075014,24496185,2022-03-10,5.09745,2022-03-11,4
5049416,37015665,2022-03-10,53.8678,2022-05-04,54
8830949,42444023,2022-03-10,25.7343,2022-03-25,14
2981728,17223183,2022-03-10,29.2148,2022-03-22,12
2455311,43145698,2022-03-10,37.3715,2022-05-03,50
1710615,91520297,2022-03-10,32.9338,2022-04-05,25
8169650,93879098,2022-03-10,76.3157,2022-05-04,50
8547535,71492303,2022-03-10,30.3088,2022-03-12,2
2461916,14723415,2022-03-10,49.4379,2022-05-03,52
3090028,50025496,2022-03-10,46.5504,2022-04-30,50
2658169,46482003,2022-03-10,17.3603,2022-03-11,1
1165427,15614981,2022-03-10,52.8462,2022-04-29,47
7090445,37307038,2022-03-10,2.79837,2022-03-11,3
5056253,70535116,2022-03-10,41.9661,2022-04-30,50
5774152,70981700,2022-03-10,20.5293,2022-04-09,27
7501626,34814337,2022-03-10,38.0803,2022-03-31,21
7320355,97110687,2022-03-10,15.7069,2022-03-11,1
2234262,82460791,2022-03-10,19.247,2022-04-03,20
6257514,61028923,2022-03-10,40.9,2022-05-01,49
2972720,68449055,2022-03-10,27.7034,2022-03-11,0
7899829,81604686,2022-03-10,29.2425,2022-03-28,14
4347539,71217266,2022-03-10,52.9025,2022-05-01,49
7502921,12453376,2022-03-10,67.1609,2022-04-30,46
8745523,30396352,2022-03-10,45.7067,2022-04-10,27
5087678,88112812,2022-03-10,30.4621,2022-04-07,26
3156470,53325981,2022-03-10,81.5592,2022-04-03,22
2780388,41094836,2022-03-10,13.2115,2022-03-11,2
3368355,18909892,2022-03-10,34.8853,2022-04-30,48
8053918,99245317,2022-03-10,49.173,2022-05-01,50
1440424,15925231,2022-03-10,18.0441,2022-03-14,1
8789563,78380880,2022-03-10,5.44005,2022-03-11,0
2448773,65173346,2022-03-10,32.3732,2022-04-25,46
1495854,81934552,2022-03-10,5.78676,2022-03-11,4
4991389,25692379,2022-03-11,37.1107,2022-03-22,9
2514792,44001436,2022-03-11,26.4538,2022-03-29,14
7917972,94992144,2022-03-11,35.5391,2022-04-25,43
1353880,40507173,2022-03-11,50.7896,2022-04-30,46
1297671,72560227,2022-03-11,80.6311,2022-05-01,47
4815577,96979952,2022-03-11,74.7626,2022-04-01,19
4838824,86174856,2022-03-11,26.1199,2022-03-12,2
8072337,58389938,2022-03-11,23.147,2022-04-15,32
2768361,99607089,2022-03-11,11.622,2022-03-12,1
5283671,99501846,2022-03-11,8.3014,2022-03-12,2
8793185,13065267,2022-03-11,14.3849,2022-03-12,2
1638022,17619622,2022-03-11,70.7043,2022-05-03,49
2784071,82795691,2022-03-11,28.8706,2022-04-06,23
4574941,91399222,2022-03-11,53.8678,2022-05-03,49
1745151,15691523,2022-03-11,19.0932,2022-03-12,2
5078117,11316844,2022-03-11,44.5835,2022-05-02,50
3050631,69749751,2022-03-11,30.6189,2022-03-15,3
3843853,72921480,2022-03-11,30.4621,2022-04-13,32
8128409,33103570,2022-03-11,63.4627,2022-04-30,45
1899191,10951333,2022-03-11,19.7397,2022-03-12,3
8694043,41929442,2022-03-11,20.3898,2022-03-12,2
1063416,92902136,2022-03-11,10.7918,2022-03-12,2
9856992,61661577,2022-03-11,24.9843,2022-03-12,0
3874628,12968249,2022-03-11,1.57918,2022-03-12,2
1389181,89794318,2022-03-11,27.0774,2022-04-24,42
7789604,98990292,2022-03-12,13.0591,2022-03-13,3
6112789,46327630,2022-03-12,11.0068,2022-03-13,1
9932346,26735821,2022-03-12,63.4627,2022-05-02,49
7186068,79955038,2022-03-12,6.99435,2022-03-13,1
9201172,22205980,2022-03-12,62.8685,2022-04-20,36
5077293,57906991,2022-03-12,3.1404,2022-03-13,3
8761925,64359652,2022-03-12,42.7044,2022-05-01,45
3970974,95763287,2022-03-12,59.6676,2022-05-05,52
5471354,40160087,2022-03-12,38.8575,2022-04-10,28
6714252,52901731,2022-03-12,1.5543,2022-03-13,1
3675751,23050348,2022-03-12,23.4573,2022-03-17,1
9422821,78828516,2022-03-12,18.3579,2022-04-03,20
1430177,38996335,2022-03-12,16.1603,2022-03-13,1
1743215,50912213,2022-03-12,47.4062,2022-05-04,48
9753974,73199814,2022-03-12,10.2607,2022-03-13,1
9327450,37876214,2022-03-12,32.3732,2022-04-01,16
4803055,26172270,2022-03-12,33.0808,2022-05-06,53
2245395,61966322,2022-03-12,55.9548,2022-05-04,52
3863692,89328380,2022-03-12,33.1628,2022-04-01,18
7873288,31244038,2022-03-12,48.6762,2022-05-03,51
8929859,62640824,2022-03-12,101.949,2022-05-02,48
2164290,43269489,2022-03-12,42.3954,2022-05-06,53
8481668,57179735,2022-03-12,31.3083,2022-04-02,20
8162586,63152639,2022-03-12,79.6826,2022-05-06,50
2729790,40944945,2022-03-12,51.3652,2022-04-29,44
4536273,57205032,2022-03-12,1.57918,2022-03-13,1
7486810,26377771,2022-03-12,2.3553,2022-03-13,0
6633829,25782988,2022-03-12,46.5616,2022-03-19,4
3990511,31654047,2022-03-12,42.3085,2022-04-22,37
7976268,95188406,2022-03-13,69.9593,2022-05-02,49
8594351,77814172,2022-03-13,82.9025,2022-05-06,49
9249791,65784972,2022-03-13,46.0139,2022-04-05,20
3320581,66035423,2022-03-13,5.4957,2022-03-14,3
2625220,19373966,2022-03-13,27.6676,2022-04-11,26
9634713,35016124,2022-03-13,8.39511,2022-03-14,2
7947194,39617857,2022-03-13,58.0974,2022-05-07,53
7288704,19313264,2022-03-13,56.946,2022-05-06,51
6177577,85431466,2022-03-13,17.6994,2022-03-14,4
9540811,52284612,2022-03-13,39.6347,2022-05-03,49
5174633,48168100,2022-03-13,16.3202,2022-03-14,0
9763534,94753864,2022-03-13,46.5393,2022-05-03,47
1172342,22952493,2022-03-13,64.3625,2022-05-03,47
2883407,99760053,2022-03-13,24.0917,2022-04-11,26
1391001,91645992,2022-03-13,23.3197,2022-03-14,1
1097123,16278290,2022-03-13,36.5262,2022-04-11,27
9804916,79553479,2022-03-13,2.53851,2022-03-14,2
5728518,22061098,2022-03-13,76.3157,2022-05-02,45
9184794,34572406,2022-03-13,124.038,2022-05-04,51
1284573,81308766,2022-03-13,48.9192,2022-04-13,27
8818548,37102821,2022-03-13,12.2298,2022-03-14,2
7441109,72305089,2022-03-13,68.4597,2022-05-05,52
1615087,24648063,2022-03-13,22.0889,2022-03-14,3
5242475,50563223,2022-03-13,20.5293,2022-04-02,18
6744099,79668788,2022-03-13,13.0822,2022-03-14,0
3528191,98516137,2022-03-13,32.3207,2022-03-22,6
5380869,58050953,2022-03-13,43.0942,2022-05-07,50
8351152,34328380,2022-03-13,9.30787,2022-03-14,1
4887495,82109744,2022-03-13,55.9674,2022-05-05,49
5165129,30289477,2022-03-13,61.7259,2022-05-05,48
2838262,97209879,2022-03-13,24.8004,2022-04-12,29
1548704,63483546,2022-03-13,42.7044,2022-05-04,50
9722474,44096640,2022-03-13,37.3032,2022-04-16,32
6787556,60463330,2022-03-13,24.9042,2022-04-28,45
8430054,11125829,2022-03-13,5.07702,2022-03-14,3
2367376,88213973,2022-03-13,72.9489,2022-05-06,53
8014394,18978692,2022-03-13,31.8779,2022-05-03,49
4287096,62792444,2022-03-13,36.3739,2022-03-27,11
2895922,56871772,2022-03-14,23.9737,2022-03-29,13
2148634,34482277,2022-03-14,2.24458,2022-03-15,0
7452434,58357021,2022-03-14,10.103,2022-03-15,2
4302727,58128721,2022-03-14,32.6403,2022-04-11,24
1043292,45126937,2022-03-14,34.8853,2022-05-06,50
8534251,64491282,2022-03-14,2.49042,2022-03-15,2
2142551,88051323,2022-03-14,20.9805,2022-03-27,12
8887449,88803431,2022-03-14,57.7155,2022-05-08,51
9975173,54272794,2022-03-14,5.61145,2022-03-15,0
9824348,51629273,2022-03-14,38.9238,2022-04-28,41
2199167,89579793,2022-03-14,41.1889,2022-05-06,50
2362277,50252825,2022-03-14,54.5112,2022-04-14,29
2334419,27506323,2022-03-14,29.5317,2022-03-23,6
7008785,96825322,2022-03-14,29.2148,2022-03-24,9
5264203,10998547,2022-03-14,28.9338,2022-04-24,40
8335724,85227139,2022-03-14,32.782,2022-04-13,29
2830473,48047880,2022-03-14,52.3287,2022-05-05,51
8997098,59755406,2022-03-14,5.4957,2022-03-15,1
7099658,15801922,2022-03-14,64.5677,2022-04-27,41
1305603,94569859,2022-03-14,13.9887,2022-03-15,2
9756127,47716777,2022-03-14,39.1772,2022-04-23,38
1383481,41946840,2022-03-14,60.0088,2022-05-06,51
1141240,11586450,2022-03-14,34.9717,2022-03-19,0
9141358,63802997,2022-03-14,49.0779,2022-05-08,52
